1907,7664,318
1668,7363,314
1807,7838,313
1867,8097,327
1651,7541,310
1571,7515,305
1584,7893,321
1451,7555,313
1282,7683,313
1650,7488,304
1605,7469,299
1881,7384,309
1985,7927,306
1683,7649,306
1648,7545,314
