1625,7416,0
1322,7828,0
1405,7695,0
1368,7285,0
1169,7486,4
1518,7553,0
1070,7719,0
1248,7688,0
1562,7454,3
887,7441,0
1635,7578,0
1127,7472,0
1308,7479,0
1439,7396,6
1226,7195,0
