node->nodeId,packet_send,packet_recv,packetSize_send,packetSize_recv,sendToRecv_delay,generateToRecv_delay,cache_hitTimes,packet_lostTimes,interestPacket_send,dataPacket_send,interestPacket_recv,dataPacket_recv,distRequestPacket_send,distAnswerPacket_send,distRequestPacket_recv,distAnswerPacket_recv,fakeInterest_send,fakeData_send,fakeInterest_recv,fakeData_recv,cs_size
1,8234,5780,12021640,173400,0,27288360,0,0,0,8234,5780,0,0,0,0,0,0,0,0,0,0
2,19216,14308,19789960,12203860,0,25700830837161,288,0,5780,13436,6074,8234,0,0,0,0,0,0,0,0,1460000
3,5248,4430,6273550,5030650,0,25708513655066,32,0,971,4277,1005,3425,0,0,0,0,0,0,0,0,1413280
4,9541,5451,11909270,5693340,0,25716277488534,166,0,1413,8128,1584,3867,0,0,0,0,0,0,0,0,1460000
5,3963,3963,4719200,4694890,0,25723961251238,17,0,746,3217,763,3200,0,0,0,0,0,0,0,0,1084780
6,4765,3947,5987360,4597170,0,25716219246001,136,0,678,4087,815,3132,0,0,0,0,0,0,0,0,985500
7,4523,3705,5777040,4446910,0,25716221913521,70,0,578,3945,673,3032,0,0,0,0,0,0,0,0,839500
8,4638,3820,5853420,4541880,0,25723974364227,81,0,642,3996,724,3096,0,0,0,0,0,0,0,0,932940
9,11053,6145,13662050,6168900,0,25716272018158,223,0,1731,9322,1960,4185,0,0,0,0,0,0,0,0,1460000
10,18057,10695,20730450,9462840,0,25708570434054,318,0,3939,14118,4302,6393,0,0,0,0,0,0,0,0,1460000
11,7328,4874,9034360,5319960,0,25708525404841,89,0,1164,6164,1256,3618,0,0,0,0,0,0,0,0,1460000
12,295,1096,8850,1600160,0,8714395200118,0,11,295,0,0,1096,0,0,0,0,0,0,0,0,0
13,293,1099,8790,1604540,0,8382165405261,0,7,293,0,0,1099,0,0,0,0,0,0,0,0,0
14,280,1081,8400,1578260,0,8342692419134,0,9,280,0,0,1081,0,0,0,0,0,0,0,0,0
15,150,956,4500,1395760,0,8743442870552,0,8,150,0,0,956,0,0,0,0,0,0,0,0,0
16,185,990,5550,1445400,0,8381133055518,0,9,185,0,0,990,0,0,0,0,0,0,0,0,0
17,247,1051,7410,1534460,0,8352988761687,0,7,247,0,0,1051,0,0,0,0,0,0,0,0,0
18,226,1025,6780,1496500,0,8780963671011,0,9,226,0,0,1025,0,0,0,0,0,0,0,0,0
19,128,929,3840,1356340,0,8322338924403,0,13,128,0,0,929,0,0,0,0,0,0,0,0,0
20,172,981,5160,1432260,0,8356338662576,0,7,172,0,0,981,0,0,0,0,0,0,0,0,0
21,288,1090,8640,1591400,0,8743012313966,0,9,288,0,0,1090,0,0,0,0,0,0,0,0,0
22,278,1077,8340,1572420,0,8328285647240,0,10,278,0,0,1077,0,0,0,0,0,0,0,0,0
23,212,1019,6360,1487740,0,8365925069114,0,6,212,0,0,1019,0,0,0,0,0,0,0,0,0
24,196,999,5880,1458540,0,8722157112791,0,10,196,0,0,999,0,0,0,0,0,0,0,0,0
25,211,1012,6330,1477520,0,8330751210347,0,11,211,0,0,1012,0,0,0,0,0,0,0,0,0
26,199,1004,5970,1465840,0,8338256888556,0,8,199,0,0,1004,0,0,0,0,0,0,0,0,0
27,216,1021,6480,1490660,0,8732707018385,0,11,216,0,0,1021,0,0,0,0,0,0,0,0,0
28,186,994,5580,1451240,0,8369007230823,0,7,186,0,0,994,0,0,0,0,0,0,0,0,0
29,186,992,5580,1448320,0,8347831574197,0,10,186,0,0,992,0,0,0,0,0,0,0,0,0
30,161,969,4830,1414740,0,8745102397042,0,9,161,0,0,969,0,0,0,0,0,0,0,0,0
31,145,954,4350,1392840,0,8375404501255,0,7,145,0,0,954,0,0,0,0,0,0,0,0,0
32,186,999,5580,1458540,0,8404412347383,0,3,186,0,0,999,0,0,0,0,0,0,0,0,0
33,183,991,5490,1446860,0,8798163741537,0,5,183,0,0,991,0,0,0,0,0,0,0,0,0
34,199,1004,5970,1465840,0,8390793448426,0,8,199,0,0,1004,0,0,0,0,0,0,0,0,0
35,162,967,4860,1411820,0,8313678485144,0,13,162,0,0,967,0,0,0,0,0,0,0,0,0
36,214,1020,6420,1489200,0,8729867732617,0,10,214,0,0,1020,0,0,0,0,0,0,0,0,0
37,210,1021,6300,1490660,0,8402300842067,0,6,210,0,0,1021,0,0,0,0,0,0,0,0,0
38,108,916,3240,1337360,0,8363866137427,0,9,108,0,0,916,0,0,0,0,0,0,0,0,0
39,226,1025,6780,1496500,0,8773898069561,0,7,226,0,0,1025,0,0,0,0,0,0,0,0,0
40,223,1030,6690,1503800,0,8423182844066,0,3,223,0,0,1030,0,0,0,0,0,0,0,0,0
41,249,1058,7470,1544680,0,8385949711845,0,4,249,0,0,1058,0,0,0,0,0,0,0,0,0
42,259,1063,7770,1551980,0,8750356072201,0,9,259,0,0,1063,0,0,0,0,0,0,0,0,0
43,175,977,5250,1426420,0,8343135426676,0,11,175,0,0,977,0,0,0,0,0,0,0,0,0
44,223,1026,6690,1497960,0,8333091319417,0,11,223,0,0,1026,0,0,0,0,0,0,0,0,0
45,181,993,5430,1449780,0,8815869529208,0,3,181,0,0,993,0,0,0,0,0,0,0,0,0
46,185,992,5550,1448320,0,8341069991956,0,7,185,0,0,992,0,0,0,0,0,0,0,0,0
47,150,956,4500,1395760,0,8369175556081,0,6,150,0,0,956,0,0,0,0,0,0,0,0,0
total ,103953,103495,115979910,115444220,0,562853105090749,1420,293,25029,78924,24936,78559,0,0,0,0,0,0,0,0
