node->nodeId,packet_send,packet_recv,packetSize_send,packetSize_recv,sendToRecv_delay,generateToRecv_delay,cache_hitTimes,packet_lostTimes,interestPacket_send,dataPacket_send,interestPacket_recv,dataPacket_recv,distRequestPacket_send,distAnswerPacket_send,distRequestPacket_recv,distAnswerPacket_recv,fakeInterest_send,fakeData_send,fakeInterest_recv,fakeData_recv,cs_size
1,9082,9167,13259720,275010,0,26416406330,0,0,0,9082,9167,0,0,0,0,0,0,0,0,0,0
2,23482,23633,21173480,13696250,0,3153661248511,314,0,9168,14314,14551,9082,0,0,0,0,0,0,0,0,1460000
3,7568,7592,6240190,4919590,0,3197325379956,83,0,3363,4205,4311,3281,0,0,0,0,0,0,0,0,1460000
4,12783,12898,12541350,6402950,0,3300850154917,150,0,4281,8502,8691,4207,0,0,0,0,0,0,0,0,1460000
5,6370,6370,4734210,4649840,0,3194674578378,35,0,3193,3177,3252,3118,0,0,0,0,0,0,0,0,1460000
6,7135,7156,5938340,4607640,0,3270499124098,80,0,3132,4003,4084,3072,0,0,0,0,0,0,0,0,1460000
7,7406,7434,6108060,4830480,0,3235751618136,49,0,3290,4116,4212,3222,0,0,0,0,0,0,0,0,1460000
8,7462,7480,6186960,4837580,0,3238211877846,78,0,3292,4170,4254,3226,0,0,0,0,0,0,0,0,1460000
9,13754,13878,13861770,6521010,0,3357430799462,167,0,4349,9405,9609,4269,0,0,0,0,0,0,0,0,1460000
10,22288,22513,22052860,11041460,0,3295803568858,242,0,7334,14954,15264,7249,0,0,0,0,0,0,0,0,1460000
11,10148,10206,9304860,5717300,0,3202030210961,53,0,3854,6294,6422,3784,0,0,0,0,0,0,0,0,1460000
12,1098,1051,32940,1534460,0,1073259921726,0,0,1098,0,0,1051,0,0,0,0,0,0,0,0,0
13,1086,1039,32580,1516940,0,1007979891171,0,0,1086,0,0,1039,0,0,0,0,0,0,0,0,0
14,1074,1025,32220,1496500,0,1023604915036,0,0,1074,0,0,1025,0,0,0,0,0,0,0,0,0
15,1104,1054,33120,1538840,0,1072522441872,0,0,1104,0,0,1054,0,0,0,0,0,0,0,0,0
16,1053,1009,31590,1473140,0,1019846978813,0,0,1053,0,0,1009,0,0,0,0,0,0,0,0,0
17,1057,1014,31710,1480440,0,1027913385342,0,0,1057,0,0,1014,0,0,0,0,0,0,0,0,0
18,1102,1053,33060,1537380,0,1077872135676,0,0,1102,0,0,1053,0,0,0,0,0,0,0,0,0
19,1119,1070,33570,1562200,0,1023787522954,0,0,1119,0,0,1070,0,0,0,0,0,0,0,0,0
20,1110,1065,33300,1554900,0,1027735126586,0,0,1110,0,0,1065,0,0,0,0,0,0,0,0,0
21,1060,1015,31800,1481900,0,1074056208683,0,0,1060,0,0,1015,0,0,0,0,0,0,0,0,0
22,1053,1009,31590,1473140,0,1023291729620,0,0,1053,0,0,1009,0,0,0,0,0,0,0,0,0
23,1164,1122,34920,1638120,0,1030986483656,0,0,1164,0,0,1122,0,0,0,0,0,0,0,0,0
24,1067,1023,32010,1493580,0,1074989831588,0,0,1067,0,0,1023,0,0,0,0,0,0,0,0,0
25,986,945,29580,1379700,0,1027480214536,0,0,986,0,0,945,0,0,0,0,0,0,0,0,0
26,1067,1024,32010,1495040,0,1036118103816,0,0,1067,0,0,1024,0,0,0,0,0,0,0,0,0
27,1020,973,30600,1420580,0,1079792716682,0,0,1020,0,0,973,0,0,0,0,0,0,0,0,0
28,1113,1068,33390,1559280,0,1020596519675,0,0,1113,0,0,1068,0,0,0,0,0,0,0,0,0
29,984,940,29520,1372400,0,1029106752058,0,0,984,0,0,940,0,0,0,0,0,0,0,0,0
30,1108,1063,33240,1551980,0,1076847321292,0,0,1108,0,0,1063,0,0,0,0,0,0,0,0,0
31,1054,1009,31620,1473140,0,1020470066485,0,0,1054,0,0,1009,0,0,0,0,0,0,0,0,0
32,1046,1004,31380,1465840,0,1033041415950,0,0,1046,0,0,1004,0,0,0,0,0,0,0,0,0
33,1124,1083,33720,1581180,0,1075384830293,0,0,1124,0,0,1083,0,0,0,0,0,0,0,0,0
34,1051,1007,31530,1470220,0,1020228645706,0,0,1051,0,0,1007,0,0,0,0,0,0,0,0,0
35,1077,1033,32310,1508180,0,1028749688654,0,0,1077,0,0,1033,0,0,0,0,0,0,0,0,0
36,1027,984,30810,1436640,0,1075601358316,0,0,1027,0,0,984,0,0,0,0,0,0,0,0,0
37,1089,1042,32670,1521320,0,1028044381868,0,0,1089,0,0,1042,0,0,0,0,0,0,0,0,0
38,1089,1044,32670,1524240,0,1028917199498,0,0,1089,0,0,1044,0,0,0,0,0,0,0,0,0
39,1118,1072,33540,1565120,0,1077441469679,0,0,1118,0,0,1072,0,0,0,0,0,0,0,0,0
40,1119,1074,33570,1568040,0,1019082131055,0,0,1119,0,0,1074,0,0,0,0,0,0,0,0,0
41,1047,1005,31410,1467300,0,1028347651854,0,0,1047,0,0,1005,0,0,0,0,0,0,0,0,0
42,1183,1133,35490,1654180,0,1070255337806,0,0,1183,0,0,1133,0,0,0,0,0,0,0,0,0
43,1086,1038,32580,1515480,0,1014896145623,0,0,1086,0,0,1038,0,0,0,0,0,0,0,0,0
44,1132,1088,33960,1588480,0,1030287021287,0,0,1132,0,0,1088,0,0,0,0,0,0,0,0,0
45,1124,1080,33720,1576800,0,1073968080591,0,0,1124,0,0,1080,0,0,0,0,0,0,0,0,0
46,1088,1047,32640,1528620,0,1014723889440,0,0,1088,0,0,1047,0,0,0,0,0,0,0,0,0
47,1079,1035,32370,1511100,0,1024803918158,0,0,1079,0,0,1035,0,0,0,0,0,0,0,0,0
total ,166436,165667,122570540,122015510,0,69964686400498,1251,0,84214,82222,83817,81850,0,0,0,0,0,0,0,0
