2131,10670,17
2192,10622,17
2365,10621,2
1920,10963,17
2068,10172,2
2089,10892,0
1781,10176,0
2178,11115,0
2030,10781,17
2045,10551,0
1763,10310,3
2050,10657,16
2590,10625,0
2230,11042,0
2067,11321,0
2372,10593,17
2258,10661,0
2082,10339,0
2307,10739,17
2355,10880,3
