2253,10674,4
2073,10225,0
2488,10351,8
2286,10196,17
2215,10766,0
2176,10827,17
1988,10831,0
2311,10592,0
2170,10327,3
2066,10479,13
2128,10442,16
2405,10370,0
2215,10663,17
2061,10367,0
2111,10837,0
2176,10809,0
2213,10236,4
2192,10765,0
2332,11096,17
2176,10869,0
