node->nodeId,packet_send,packet_recv,packetSize_send,packetSize_recv,sendToRecv_delay,generateToRecv_delay,cache_hitTimes,packet_lostTimes,interestPacket_send,dataPacket_send,interestPacket_recv,dataPacket_recv,distRequestPacket_send,distAnswerPacket_send,distRequestPacket_recv,distAnswerPacket_recv,fakeInterest_send,fakeData_send,fakeInterest_recv,fakeData_recv,cs_size
1,8019,5565,11707740,166950,0,27288360,0,0,0,8019,5565,0,0,0,0,0,0,0,0,0,0
2,18757,13849,19427270,11882640,0,25700836348319,259,0,5565,13192,5830,8019,0,0,0,0,0,0,0,0,1460000
3,4749,3931,5945410,4615280,0,25708504613001,94,0,691,4058,786,3145,0,0,0,0,0,0,0,0,1004480
4,10109,6019,12345300,6103630,0,25716280604468,184,0,1688,8421,1877,4142,0,0,0,0,0,0,0,0,1460000
5,3588,3588,4500600,4354740,0,25723969503352,102,0,516,3072,618,2970,0,0,0,0,0,0,0,0,748980
6,4647,3829,5856550,4552160,0,25716243603120,76,0,649,3998,726,3103,0,0,0,0,0,0,0,0,943160
7,4648,3830,5848000,4562200,0,25716241016880,62,0,656,3992,720,3110,0,0,0,0,0,0,0,0,953380
8,4858,4040,6027330,4695770,0,25723976588228,95,0,745,4113,841,3199,0,0,0,0,0,0,0,0,1083320
9,10551,5643,13272330,5810640,0,25716281052592,201,0,1491,9060,1698,3945,0,0,0,0,0,0,0,0,1460000
10,18270,10908,21041430,9469230,0,25708579701912,567,0,3939,14331,4515,6393,0,0,0,0,0,0,0,0,1460000
11,7413,4959,9106980,5373990,0,25708546657160,102,0,1200,6213,1305,3654,0,0,0,0,0,0,0,0,1460000
12,147,956,4410,1395760,0,8811222756028,0,4,147,0,0,956,0,0,0,0,0,0,0,0,0
13,220,1029,6600,1502340,0,8357225848999,0,7,220,0,0,1029,0,0,0,0,0,0,0,0,0
14,205,1015,6150,1481900,0,8400936614456,0,5,205,0,0,1015,0,0,0,0,0,0,0,0,0
15,219,1023,6570,1493580,0,8769931829636,0,9,219,0,0,1023,0,0,0,0,0,0,0,0,0
16,205,1014,6150,1480440,0,8364187077717,0,7,205,0,0,1014,0,0,0,0,0,0,0,0,0
17,262,1064,7860,1553440,0,8358065467328,0,9,262,0,0,1064,0,0,0,0,0,0,0,0,0
18,232,1036,6960,1512560,0,8781089757903,0,7,232,0,0,1036,0,0,0,0,0,0,0,0,0
19,200,1007,6000,1470220,0,8316752774663,0,10,200,0,0,1007,0,0,0,0,0,0,0,0,0
20,243,1049,7290,1531540,0,8316234527594,0,9,243,0,0,1049,0,0,0,0,0,0,0,0,0
21,214,1024,6420,1495040,0,8811119719465,0,4,214,0,0,1024,0,0,0,0,0,0,0,0,0
22,141,944,4230,1378240,0,8339936206421,0,13,141,0,0,944,0,0,0,0,0,0,0,0,0
23,267,1070,8010,1562200,0,8319617688893,0,11,267,0,0,1070,0,0,0,0,0,0,0,0,0
24,237,1046,7110,1527160,0,8782278725739,0,6,237,0,0,1046,0,0,0,0,0,0,0,0,0
25,163,972,4890,1419120,0,8408962180303,0,6,163,0,0,972,0,0,0,0,0,0,0,0,0
26,119,926,3570,1351960,0,8366659443275,0,9,119,0,0,926,0,0,0,0,0,0,0,0,0
27,212,1014,6360,1480440,0,8668458748115,0,14,212,0,0,1014,0,0,0,0,0,0,0,0,0
28,263,1071,7890,1563660,0,8375760564637,0,7,263,0,0,1071,0,0,0,0,0,0,0,0,0
29,181,982,5430,1433720,0,8271000352718,0,13,181,0,0,982,0,0,0,0,0,0,0,0,0
30,94,903,2820,1318380,0,8748924790459,0,9,94,0,0,903,0,0,0,0,0,0,0,0,0
31,187,993,5610,1449780,0,8372023513343,0,9,187,0,0,993,0,0,0,0,0,0,0,0,0
32,201,997,6030,1455620,0,8250797982434,0,18,201,0,0,997,0,0,0,0,0,0,0,0,0
33,230,1033,6900,1508180,0,8761382615006,0,9,230,0,0,1033,0,0,0,0,0,0,0,0,0
34,235,1035,7050,1511100,0,8335054143943,0,10,235,0,0,1035,0,0,0,0,0,0,0,0,0
35,186,994,5580,1451240,0,8363350493726,0,6,186,0,0,994,0,0,0,0,0,0,0,0,0
36,180,981,5400,1432260,0,8739281318011,0,13,180,0,0,981,0,0,0,0,0,0,0,0,0
37,155,964,4650,1407440,0,8366325473259,0,6,155,0,0,964,0,0,0,0,0,0,0,0,0
38,159,961,4770,1403060,0,8293297557440,0,13,159,0,0,961,0,0,0,0,0,0,0,0,0
39,261,1068,7830,1559280,0,8802117533006,0,4,261,0,0,1068,0,0,0,0,0,0,0,0,0
40,208,1014,6240,1480440,0,8372732902748,0,7,208,0,0,1014,0,0,0,0,0,0,0,0,0
41,236,1045,7080,1525700,0,8396935560052,0,4,236,0,0,1045,0,0,0,0,0,0,0,0,0
42,254,1054,7620,1538840,0,8706697134699,0,12,254,0,0,1054,0,0,0,0,0,0,0,0,0
43,238,1044,7140,1524240,0,8353408778775,0,6,238,0,0,1044,0,0,0,0,0,0,0,0,0
44,134,943,4020,1376780,0,8399085563781,0,5,134,0,0,943,0,0,0,0,0,0,0,0,0
45,250,1056,7500,1541760,0,8767878792978,0,6,250,0,0,1056,0,0,0,0,0,0,0,0,0
46,222,1022,6660,1492120,0,8309359935434,0,12,222,0,0,1022,0,0,0,0,0,0,0,0,0
47,258,1058,7740,1544680,0,8309221860628,0,12,258,0,0,1058,0,0,0,0,0,0,0,0,0
total ,103027,102568,115301480,114741450,0,562606803211004,1742,311,24558,78469,24481,78087,0,0,0,0,0,0,0,0
