node->nodeId,packet_send,packet_recv,packetSize_send,packetSize_recv,sendToRecv_delay,generateToRecv_delay,cache_hitTimes,packet_lostTimes,interestPacket_send,dataPacket_send,interestPacket_recv,dataPacket_recv,distRequestPacket_send,distAnswerPacket_send,distRequestPacket_recv,distAnswerPacket_recv,fakeInterest_send,fakeData_send,fakeInterest_recv,fakeData_recv,cs_size
1,8773,8770,12808580,263100,0,25678496170623,0,0,0,6316,6316,0,0,0,0,0,0,0,0,0,0
2,22753,22715,20676850,13226840,0,102447576929538,289,0,6316,6611,6611,6316,0,0,0,0,0,0,0,0,1455620
3,7482,7447,6274790,4925250,0,59489575681162,94,0,831,955,955,831,0,0,0,0,0,0,0,0,1314000
4,12289,12175,12256260,6055220,0,92818369857226,208,0,1522,1761,1761,1522,0,0,0,0,0,0,0,0,1460000
5,5876,5876,4467710,4364750,0,50941643246993,45,0,472,544,544,472,0,0,0,0,0,0,0,0,763580
6,7465,7431,6274280,4917620,0,59463101811978,82,0,826,955,955,826,0,0,0,0,0,0,0,0,1322760
7,7680,7648,6428020,5054260,0,59277484561731,113,0,917,1058,1058,917,0,0,0,0,0,0,0,0,1422040
8,7271,7229,6159780,4735670,0,59015908204814,132,0,703,879,879,703,0,0,0,0,0,0,0,0,1144640
9,13459,13327,13722790,6331450,0,101559643847020,205,0,1691,1943,1943,1691,0,0,0,0,0,0,0,0,1460000
10,20980,20892,21197090,10060470,0,127692070917155,374,0,4140,4555,4555,4140,0,0,0,0,0,0,0,0,1460000
11,10751,10677,9842040,6179020,0,76423442590600,100,0,1640,1743,1743,1640,0,0,0,0,0,0,0,0,1460000
12,1095,1091,32850,1592860,0,8783017535779,0,0,282,0,0,278,0,0,0,0,0,0,0,0,0
13,1083,1071,32490,1563660,0,8355861167013,0,0,271,0,0,259,0,0,0,0,0,0,0,0,0
14,1006,1004,30180,1465840,0,8338829711610,0,0,195,0,0,193,0,0,0,0,0,0,0,0,0
15,1030,1025,30900,1496500,0,8764533296195,0,0,219,0,0,214,0,0,0,0,0,0,0,0,0
16,1040,1036,31200,1512560,0,8398823896512,0,0,225,0,0,221,0,0,0,0,0,0,0,0,0
17,1035,1030,31050,1503800,0,8375641377095,0,0,221,0,0,216,0,0,0,0,0,0,0,0,0
18,1027,1025,30810,1496500,0,8737586656753,0,0,217,0,0,215,0,0,0,0,0,0,0,0,0
19,1017,1015,30510,1481900,0,8419620005067,0,0,201,0,0,199,0,0,0,0,0,0,0,0,0
20,1015,1010,30450,1474600,0,8345977753161,0,0,202,0,0,197,0,0,0,0,0,0,0,0,0
21,951,949,28530,1385540,0,8764798933459,0,0,140,0,0,137,0,0,0,0,0,0,0,0,0
22,1010,1008,30300,1471680,0,8385512284345,0,0,198,0,0,195,0,0,0,0,0,0,0,0,0
23,1016,1016,30480,1483360,0,8310824304588,0,0,211,0,0,210,0,0,0,0,0,0,0,0,0
24,1072,1065,32160,1554900,0,8745341987405,0,0,261,0,0,254,0,0,0,0,0,0,0,0,0
25,1068,1061,32040,1549060,0,8319852888139,0,0,264,0,0,257,0,0,0,0,0,0,0,0,0
26,1032,1030,30960,1503800,0,8345237315753,0,0,223,0,0,221,0,0,0,0,0,0,0,0,0
27,1020,1016,30600,1483360,0,8703953837704,0,0,214,0,0,210,0,0,0,0,0,0,0,0,0
28,1042,1038,31260,1515480,0,8384217758653,0,0,229,0,0,225,0,0,0,0,0,0,0,0,0
29,1119,1116,33570,1629360,0,8390125202548,0,0,304,0,0,301,0,0,0,0,0,0,0,0,0
30,1126,1119,33780,1633740,0,8767550675836,0,0,315,0,0,308,0,0,0,0,0,0,0,0,0
31,1032,1028,30960,1500880,0,8331245031607,0,0,222,0,0,218,0,0,0,0,0,0,0,0,0
32,1069,1065,32070,1554900,0,8336986414680,0,0,261,0,0,256,0,0,0,0,0,0,0,0,0
33,963,959,28890,1400140,0,8752997432447,0,0,153,0,0,148,0,0,0,0,0,0,0,0,0
34,991,986,29730,1439560,0,8307388423443,0,0,186,0,0,180,0,0,0,0,0,0,0,0,0
35,1095,1094,32850,1597240,0,8298399641112,0,0,289,0,0,287,0,0,0,0,0,0,0,0,0
36,1022,1015,30660,1481900,0,8809063374230,0,0,208,0,0,201,0,0,0,0,0,0,0,0,0
37,1041,1037,31230,1514020,0,8339066127466,0,0,232,0,0,228,0,0,0,0,0,0,0,0,0
38,1080,1071,32400,1563660,0,8357501051737,0,0,269,0,0,260,0,0,0,0,0,0,0,0,0
39,1063,1055,31890,1540300,0,8815082635162,0,0,248,0,0,240,0,0,0,0,0,0,0,0,0
40,1058,1056,31740,1541760,0,8397785217034,0,0,244,0,0,242,0,0,0,0,0,0,0,0,0
41,1097,1090,32910,1591400,0,8319500646722,0,0,288,0,0,281,0,0,0,0,0,0,0,0,0
42,1037,1032,31110,1506720,0,8833238269311,0,0,223,0,0,218,0,0,0,0,0,0,0,0,0
43,1083,1077,32490,1572420,0,8396774134603,0,0,267,0,0,261,0,0,0,0,0,0,0,0,0
44,1049,1045,31470,1525700,0,8383945348628,0,0,234,0,0,230,0,0,0,0,0,0,0,0,0
45,1089,1084,32670,1582640,0,8789004384215,0,0,277,0,0,272,0,0,0,0,0,0,0,0,0
46,943,940,28290,1372400,0,8363119363030,0,0,133,0,0,130,0,0,0,0,0,0,0,0,0
47,1034,1029,31020,1502340,0,8374773993519,0,0,219,0,0,214,0,0,0,0,0,0,0,0,0
total ,162329,161575,121234690,120700130,0,1120650491895401,1642,0,27403,27320,27320,27234,0,0,0,0,0,0,0,0
