node->nodeId,packet_send,packet_recv,packetSize_send,packetSize_recv,sendToRecv_delay,generateToRecv_delay,cache_hitTimes,packet_lostTimes,interestPacket_send,dataPacket_send,interestPacket_recv,dataPacket_recv,distRequestPacket_send,distAnswerPacket_send,distRequestPacket_recv,distAnswerPacket_recv,fakeInterest_send,fakeData_send,fakeInterest_recv,fakeData_recv,cs_size
1,7892,7889,11522320,236670,0,25678413835272,0,0,0,5435,5435,0,0,0,0,0,0,0,0,0,0
2,21280,21244,19786100,11922880,0,102476731815378,578,0,5435,6019,6019,5435,0,0,0,0,0,0,0,0,1455620
3,6869,6833,5838840,4444940,0,59554927644511,121,0,508,663,663,508,0,0,0,0,0,0,0,0,839500
4,12194,12091,12194780,5976910,0,92976796777556,204,0,1469,1720,1720,1469,0,0,0,0,0,0,0,0,1460000
5,6189,6189,4691600,4612950,0,50814279502016,29,0,639,694,694,639,0,0,0,0,0,0,0,0,1013240
6,7373,7344,6185720,4850660,0,59596894306257,82,0,781,895,895,781,0,0,0,0,0,0,0,0,1229320
7,7271,7245,6081130,4799070,0,59288269932688,49,0,747,824,824,747,0,0,0,0,0,0,0,0,1170920
8,6982,6947,5898000,4541310,0,59296086839082,102,0,573,702,702,573,0,0,0,0,0,0,0,0,918340
9,13474,13322,13750410,6325580,0,101178676182880,222,0,1687,1962,1963,1687,0,0,0,0,0,0,0,0,1460000
10,20857,20742,21109030,9964450,0,127403847889135,343,0,4076,4496,4496,4076,0,0,0,0,0,0,0,0,1460000
11,10331,10265,9521990,5873510,0,76417180205932,90,0,1435,1528,1528,1435,0,0,0,0,0,0,0,0,1460000
12,961,960,28830,1401600,0,8771004837256,0,0,150,0,0,149,0,0,0,0,0,0,0,0,0
13,971,968,29130,1413280,0,8381628384011,0,0,158,0,0,155,0,0,0,0,0,0,0,0,0
14,965,961,28950,1403060,0,8292471909083,0,0,160,0,0,156,0,0,0,0,0,0,0,0,0
15,1016,1010,30480,1474600,0,8790649075680,0,0,203,0,0,197,0,0,0,0,0,0,0,0,0
16,1019,1015,30570,1481900,0,8338900346941,0,0,210,0,0,206,0,0,0,0,0,0,0,0,0
17,1106,1102,33180,1608920,0,8314840897205,0,0,296,0,0,292,0,0,0,0,0,0,0,0,0
18,993,990,29790,1445400,0,8721617639063,0,0,183,0,0,180,0,0,0,0,0,0,0,0,0
19,1008,1002,30240,1462920,0,8365607367421,0,0,199,0,0,193,0,0,0,0,0,0,0,0,0
20,1086,1080,32580,1576800,0,8407719586641,0,0,271,0,0,265,0,0,0,0,0,0,0,0,0
21,1013,1010,30390,1474600,0,8778477883104,0,0,201,0,0,197,0,0,0,0,0,0,0,0,0
22,1074,1072,32220,1565120,0,8348312737634,0,0,264,0,0,261,0,0,0,0,0,0,0,0,0
23,1041,1041,31230,1519860,0,8311774544923,0,0,235,0,0,234,0,0,0,0,0,0,0,0,0
24,1051,1046,31530,1527160,0,8776089703148,0,0,239,0,0,234,0,0,0,0,0,0,0,0,0
25,1026,1021,30780,1490660,0,8370892307912,0,0,214,0,0,209,0,0,0,0,0,0,0,0,0
26,1043,1040,31290,1518400,0,8350597622098,0,0,234,0,0,231,0,0,0,0,0,0,0,0,0
27,1027,1026,30810,1497960,0,8745258130123,0,0,216,0,0,215,0,0,0,0,0,0,0,0,0
28,1093,1088,32790,1588480,0,8365227564599,0,0,282,0,0,277,0,0,0,0,0,0,0,0,0
29,988,981,29640,1432260,0,8397778070760,0,0,173,0,0,166,0,0,0,0,0,0,0,0,0
30,991,987,29730,1441020,0,8739402816379,0,0,180,0,0,176,0,0,0,0,0,0,0,0,0
31,1014,1007,30420,1470220,0,8397152146553,0,0,202,0,0,195,0,0,0,0,0,0,0,0,0
32,940,940,28200,1372400,0,8370525896531,0,0,131,0,0,130,0,0,0,0,0,0,0,0,0
33,943,942,28290,1375320,0,8779637199990,0,0,132,0,0,130,0,0,0,0,0,0,0,0,0
34,1074,1068,32220,1559280,0,8412427269223,0,0,259,0,0,252,0,0,0,0,0,0,0,0,0
35,1000,996,30000,1454160,0,8375082315594,0,0,189,0,0,184,0,0,0,0,0,0,0,0,0
36,1005,1000,30150,1460000,0,8741293688170,0,0,196,0,0,191,0,0,0,0,0,0,0,0,0
37,1024,1021,30720,1490660,0,8395969092369,0,0,209,0,0,206,0,0,0,0,0,0,0,0,0
38,1044,1039,31320,1516940,0,8373240723073,0,0,232,0,0,227,0,0,0,0,0,0,0,0,0
39,1067,1061,32010,1549060,0,8783031690142,0,0,255,0,0,249,0,0,0,0,0,0,0,0,0
40,1078,1073,32340,1566580,0,8343483894602,0,0,267,0,0,262,0,0,0,0,0,0,0,0,0
41,985,981,29550,1432260,0,8312151653506,0,0,177,0,0,173,0,0,0,0,0,0,0,0,0
42,1063,1059,31890,1546140,0,8773495251138,0,0,250,0,0,246,0,0,0,0,0,0,0,0,0
43,977,976,29310,1424960,0,8276049259641,0,0,171,0,0,170,0,0,0,0,0,0,0,0,0
44,1002,996,30060,1454160,0,8351105664634,0,0,193,0,0,187,0,0,0,0,0,0,0,0,0
45,1065,1060,31950,1547600,0,8817341640530,0,0,252,0,0,247,0,0,0,0,0,0,0,0,0
46,1082,1079,32460,1575340,0,8402964839090,0,0,267,0,0,264,0,0,0,0,0,0,0,0,0
47,1025,1020,30750,1489200,0,8302224885909,0,0,220,0,0,215,0,0,0,0,0,0,0,0,0
total ,157572,156829,117685720,117157210,0,1120457533465383,1820,0,25020,24938,24939,24871,0,0,0,0,0,0,0,0
