node->nodeId,packet_send,packet_recv,packetSize_send,packetSize_recv,sendToRecv_delay,generateToRecv_delay,cache_hitTimes,packet_lostTimes,interestPacket_send,dataPacket_send,interestPacket_recv,dataPacket_recv,distRequestPacket_send,distAnswerPacket_send,distRequestPacket_recv,distAnswerPacket_recv,fakeInterest_send,fakeData_send,fakeInterest_recv,fakeData_recv,cs_size
1,8831,8918,12893260,267540,0,29137705582,0,0,0,8831,8918,0,0,0,0,0,0,0,0,0,0
2,23056,23212,20909020,13324690,0,3115779981792,389,0,8918,14138,14381,8831,0,0,0,0,0,0,0,0,1460000
3,7633,7658,6276460,4987350,0,3156315192514,56,0,3404,4229,4331,3327,0,0,0,0,0,0,0,0,1460000
4,12791,12902,12583060,6364460,0,3304368240300,197,0,4260,8531,8722,4180,0,0,0,0,0,0,0,0,1460000
5,6410,6413,4751140,4712620,0,3197936497896,5,0,3222,3188,3252,3161,0,0,0,0,0,0,0,0,1460000
6,7566,7586,6220110,4953730,0,3197555619036,21,0,3375,4191,4281,3305,0,0,0,0,0,0,0,0,1460000
7,7529,7555,6226150,4898460,0,3196340214005,75,0,3333,4196,4288,3267,0,0,0,0,0,0,0,0,1460000
8,7311,7334,6016550,4767420,0,3206913962839,30,0,3257,4054,4154,3180,0,0,0,0,0,0,0,0,1460000
9,13670,13803,13827790,6437250,0,3356845387345,212,0,4287,9383,9591,4212,0,0,0,0,0,0,0,0,1460000
10,21498,21726,21681670,10231350,0,3278370077351,581,0,6787,14711,15027,6699,0,0,0,0,0,0,0,0,1460000
11,10762,10820,9720820,6204760,0,3130216937134,2,0,4190,6572,6708,4112,0,0,0,0,0,0,0,0,1460000
12,1070,1024,32100,1495040,0,1030147837926,0,0,1070,0,0,1024,0,0,0,0,0,0,0,0,0
13,1113,1067,33390,1557820,0,1003947179617,0,0,1113,0,0,1067,0,0,0,0,0,0,0,0,0
14,1081,1035,32430,1511100,0,1030359398105,0,0,1081,0,0,1035,0,0,0,0,0,0,0,0,0
15,1108,1063,33240,1551980,0,1028205199539,0,0,1108,0,0,1063,0,0,0,0,0,0,0,0,0
16,1106,1060,33180,1547600,0,1010847403583,0,0,1106,0,0,1060,0,0,0,0,0,0,0,0,0
17,1144,1097,34320,1601620,0,1039665528051,0,1,1144,0,0,1097,0,0,0,0,0,0,0,0,0
18,1090,1044,32700,1524240,0,1037701589012,0,0,1090,0,0,1044,0,0,0,0,0,0,0,0,0
19,1114,1065,33420,1554900,0,1015242165791,0,0,1114,0,0,1065,0,0,0,0,0,0,0,0,0
20,1069,1022,32070,1492120,0,1035072400245,0,1,1069,0,0,1022,0,0,0,0,0,0,0,0,0
21,1110,1064,33300,1553440,0,1038630141242,0,0,1110,0,0,1064,0,0,0,0,0,0,0,0,0
22,1143,1096,34290,1600160,0,1015073971164,0,0,1143,0,0,1096,0,0,0,0,0,0,0,0,0
23,1045,998,31350,1457080,0,1038483347825,0,1,1045,0,0,998,0,0,0,0,0,0,0,0,0
24,1125,1080,33750,1576800,0,1033029081165,0,0,1125,0,0,1080,0,0,0,0,0,0,0,0,0
25,1108,1066,33240,1556360,0,1011051497104,0,0,1108,0,0,1066,0,0,0,0,0,0,0,0,0
26,996,954,29880,1392840,0,1035534072267,0,0,996,0,0,954,0,0,0,0,0,0,0,0,0
27,1094,1052,32820,1535920,0,1038350928033,0,0,1094,0,0,1052,0,0,0,0,0,0,0,0,0
28,1068,1025,32040,1496500,0,1013713563794,0,0,1068,0,0,1025,0,0,0,0,0,0,0,0,0
29,1139,1091,34170,1592860,0,1048754177813,0,0,1139,0,0,1091,0,0,0,0,0,0,0,0,0
30,1010,969,30300,1414740,0,1027828856104,0,0,1010,0,0,969,0,0,0,0,0,0,0,0,0
31,1112,1070,33360,1562200,0,1009399122109,0,0,1112,0,0,1070,0,0,0,0,0,0,0,0,0
32,980,934,29400,1363640,0,1044884320007,0,1,980,0,0,934,0,0,0,0,0,0,0,0,0
33,1052,1008,31560,1471680,0,1032416362283,0,0,1052,0,0,1008,0,0,0,0,0,0,0,0,0
34,1123,1079,33690,1575340,0,1012744341696,0,0,1123,0,0,1079,0,0,0,0,0,0,0,0,0
35,1045,1001,31350,1461460,0,1031937369024,0,1,1045,0,0,1001,0,0,0,0,0,0,0,0,0
36,1084,1038,32520,1515480,0,1033574890161,0,0,1084,0,0,1038,0,0,0,0,0,0,0,0,0
37,1081,1037,32430,1514020,0,1011364289613,0,0,1081,0,0,1037,0,0,0,0,0,0,0,0,0
38,1010,963,30300,1405980,0,1040581845807,0,1,1010,0,0,963,0,0,0,0,0,0,0,0,0
39,1137,1091,34110,1592860,0,1037335169755,0,0,1137,0,0,1091,0,0,0,0,0,0,0,0,0
40,1016,970,30480,1416200,0,1006954658106,0,0,1016,0,0,970,0,0,0,0,0,0,0,0,0
41,1109,1061,33270,1549060,0,1035515455998,0,1,1109,0,0,1061,0,0,0,0,0,0,0,0,0
42,1091,1048,32730,1530080,0,1029786216362,0,0,1091,0,0,1048,0,0,0,0,0,0,0,0,0
43,1092,1046,32760,1527160,0,1008677174445,0,0,1092,0,0,1046,0,0,0,0,0,0,0,0,0
44,1108,1061,33240,1549060,0,1039236422071,0,1,1108,0,0,1061,0,0,0,0,0,0,0,0,0
45,1091,1043,32730,1522780,0,1030455873010,0,0,1091,0,0,1043,0,0,0,0,0,0,0,0,0
46,1121,1078,33630,1573880,0,1005499860948,0,0,1121,0,0,1078,0,0,0,0,0,0,0,0,0
47,1030,980,30900,1430800,0,1031088416943,0,1,1030,0,0,980,0,0,0,0,0,0,0,0,0
total ,166072,165307,122276480,121724430,0,69142869942512,1568,9,84048,82024,83653,81654,0,0,0,0,0,0,0,0
